,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Barlekha,250,50,50,200,100
4,Juri,200,48,48,200,0
5,Kamalganj,200,48,48,200,150
6,Kulaura,200,48,48,200,0
7,Moulvibazar Sadar,300,48,48,200,100
8,Rajnagar,300,46,46,200,100
9,Sreemangal,200,48,48,200,50
10,Average,236,48,48,200,100
