,0,1,2,3,4
0,Number of tailoring shop and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Amtali,337,625,386,1011
4,Bamna,392,400,420,820
5,Barguna Sadar,280,280,565,845
6,Betagi,574,483,1020,1503
7,Patharghata,160,160,320,410
8,Total,1743,1948,2711,4589
