,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,,,,,
2, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Belabo,47,47,141,188
4,Manohardi,20,0,60,60
5,Narsingdi Sadar,50,95,158,253
6,Palash,26,26,128,156
7,Roypura,70,70,245,315
8,Sibpur,62,62,188,250
9,Total,275,300,920,1222
