,0,1,2,3
0,Dying facilities of handloom industry 2011,,,
1,Bogura,,,
2,,,,
3,Upazila,With dying facility,Without dying facility,Total
4,Adamdighi,111,1163,1274
5,Bogra sadar,67,105,172
6,Dhunat,4,56,60
7,Gabtali,0,68,68
8,Dhupchanchia,180,470,580
9,Kahaloo,5,936,941
10,Nandigram,0,0,0
11,Sariakandi,0,0,0
12,Sherpur,15,45,60
13,Shibganj,0,0,0
14,Sonatola,42,12,54
15,Shajahanpur,0,0,0
16,Total,424,2855,3209
