,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,Bogura,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of institution,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Adamdighi,1,29,13,42,0,686,686,16
5,Bogra sadar,8,242,105,347,6275,3717,9992,29
6,Dhunat,1,15,6,21,0,971,971,46
7,Gabtali,1,13,5,18,361,371,732,40
8,Dhupchanchia,1,21,5,26,320,206,526,20
9,Kahaloo,0,0,0,0,0,0,0,0
10,Nandigram,0,0,0,0,0,0,0,0
11,Sariakandi,0,0,0,0,0,0,0,0
12,Sherpur,1,34,24,58,1255,988,2243,39
13,Shibganj,1,25,7,32,252,248,500,16
14,Sonatola,0,0,0,0,0,0,0,0
15,Shajahanpur,3,143,82,225,1176,784,1960,90
16,Total,17,522,247,769,9639,7971,17610,23
