,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,Bogura,,,,,,
2,,,,,,,
3,Upazila,Hen and cock Holding reporting,Hen and cock Total number,Duck Holding reporting,Duck Total number,Others Holding reporting,Others Total number
4,Adamdighi,24419,188155,17425,117218,1066,13413
5,Bogra sadar,32372,217435,10856,49745,1543,20323
6,Dhunat,4423,269298,13574,66047,1329,14807
7,Dhupchanchia,25014,209592,17020,114956,686,8894
8,Gabtali,45550,287987,13690,56472,1580,19111
9,Kahaloo,32412,272755,20988,126835,1180,17380
10,Nandigram,28520,254340,20729,138419,1193,11767
11,Sariakandi,88710,262661,7069,31058,1355,14740
12,Shajahanpur,32568,256790,14132,70968,1039,12714
13,Sherpur,44827,354636,22441,132337,2141,24555
14,Shibganj,56034,413445,27196,134961,1388,16452
15,Sonatola,25474,172258,8440,36689,954,10219
16,Total,390323,3159352,193510,1075705,15454,189375
