,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,Bogura,,,,,,,
2,,,,,,,,
3,Upazila,Number of mill,Number of loom (installed),Number of loom Operative,Number of loom Non- operational,Number of workers permanent,Number of workers Temporary,Number of workers Total
4,Adamdighi,0,0,0,0,0,0,0
5,Bogra sadar,3,325,325,0,325,675,1000
6,Dhunat,0,0,0,0,0,0,0
7,Gabtali,1,42,40,2,0,520,520
8,Dhupchanchia,0,0,0,0,0,0,0
9,Kahaloo,3,164,91,73,45,775,820
10,Nandigram,0,0,0,0,0,0,0
11,Sariakandi,0,0,0,0,0,0,0
12,Sherpur,0,0,0,0,0,0,0
13,Shibganj,1,85,85,0,22,10,32
14,Sonatola,0,0,0,0,0,0,0
15,Shajahanpur,1,40,30,10,99,101,200
16,Total,9,656,571,85,491,2081,2572
