,0,1,2,3,4
0,Number of branch of private commercial bank 2011,,,,
1,Bogura,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Adamdighi,3,34,3949,925
5,Bogra sadar,37,702,95622,17490
6,Dhunat,0,0,0,0
7,Gabtali,1,3,0,0
8,Dhupchanchia,1,43,15062,1014
9,Kahaloo,2,21,2547,356
10,Nandigram,1,17,1091,259
11,Sariakandi,0,0,0,0
12,Sherpur,7,110,41538,18610
13,Shibganj,0,0,0,0
14,Sonatola,0,0,0,0
15,Shajahanpur,1,18,5671,10247
16,Total,53,948,165480,48901
