,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,,,,,,
2,Upazila,UREA,TSP,MP,DAP,Others
3,Biral,13936,3246,2130,995,2167
4,Birampur,5569,1685,827,322,595
5,Birganj,15584,2249,2714,1243,1049
6,Bochaganj,6163,1530,1034,337,335
7,Chirirbandar,11309,3600,2615,1300,1196
8,Dinajpur Sadar,14100,4500,3834,2052,1317
9,Fulbari,6824,1060,1483,1017,0
10,Ghoraghat,5394,1308,1277,536,2000
11,Hakimpur,3364,740,619,1215,319
12,Kaharole,7629,7241,6499,56,1150
13,Khansama,6120,1135,972,76,668
14,Nawabganj,9087,2332,1700,1916,200
15,Parbatipur,9829,5115,3587,2007,0
16,Total,114908,35741,29291,13072,10996
