,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,Narayanganj,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Araihazar,4,55,24,79,717,1110,1827,23
5,Bandar,2,51,18,69,907,1211,2118,31
6,Narayanganj Sadar,6,181,131,312,12371,11341,23712,76
7,Rupganj,5,81,35,116,1638,1456,3094,27
8,Sonargaon,4,75,43,118,707,1662,2369,20
9,Total,21,443,251,694,16340,16780,33120,48
