,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,Narayanganj,,,,,
2,,,,,,
3,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/korimon/ bhotvoti
4,Araihazar,847,71,131,13,138
5,Bandar,811,101,212,5,35
6,Narayanganj Sadar,18210,3629,1653,1396,317
7,Rupganj,4239,63,33,27,39
8,Sonargaon,876,1250,1189,76,150
9,Total,24983,5114,3218,1517,679
