,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,"
Upazila",Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
2,"
Upazila",Weaving/ handloom,"
Handy","Husking crafts
mill",Goor processing,Biri factory,Salt processing,Dry fish processing,"
Pottery","
Other"
3,Dighinala,14,52,112,1,0,0,0,0,2
4,Khagrachhari Sadar,20,0,243,0,0,0,0,5,18
5,Laxshmichhari,0,0,10,0,0,0,0,0,0
6,Mahalchhari,0,4,10,0,0,0,0,6,0
7,Manikchhari,0,0,20,0,0,0,0,0,0
8,Matiranga,7,1,88,0,0,0,0,0,0
9,Panchhari,0,0,52,1,0,0,0,1,0
10,Ramgarh,12,54,243,0,0,0,0,0,0
11,Total,53,111,778,2,0,0,0,12,20
