,0,1,2,3,4,5,6
0,Area and production of rice crops 2009-2010,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Aus Area,Aus Production,Aman Area,Aman Production,Boro Area,Boro Production
3,Dighinala,1157,8280,12160,146180,4042,40000
4,Khagrachhari Sadar,320,112,11516,13597,3570,6311
5,Laxshmichhari,54,42,5139,6185,1994,2196
6,Mahalchhari,560,436,6000,7278,3850,6182
7,Manikchhari,781,617,12623,137560,1757,1842
8,Matiranga,1376,9630,10662,115380,3440,50820
9,Panchhari,1289,12090,9669,122010,3509,70460
10,Ramgarh,546,4630,6848,74500,2544,35220
11,Total,6083,4671,74617,86623,24706,36181
