,0,1,2
0,"Number of railway station, steamer, launch station and bus stand 2011",,
1,Upazila,Steamer/launch station,Bus stand
2,Dighinala,0,1
3,Khagrachhari Sadar,0,1
4,Laxshmichhari,0,0
5,Mahalchhari,1,2
6,Manikchhari,0,1
7,Matiranga,0,1
8,Panchhari,0,1
9,Ramgarh,0,0
10,Total,1,7
