,0,1,2,3
0,Number of different club 2011,,,
1,Upazila,Sports club,Cultural club,Other social club
2,Dighinala,26,0,4
3,Khagrachhari Sadar,0,18,36
4,Laxshmichhari,1,1,3
5,Mahalchhari,0,0,0
6,Manikchhari,0,0,23
7,Matiranga,32,32,2
8,Panchhari,18,3,10
9,Ramgarh,0,0,2
10,Total,77,54,80
