,0,1,2,3,4
0,Number of co-operative society and member 2011,,,,
1,"
Upazila","Number of
co-operative society",Number of members,Number of members,"
Both sex"
2,"
Upazila","Number of
co-operative society",Male,Female,"
Both sex"
3,Dighinala,159,5825,1971,7796
4,Khagrachhari Sadar,283,7094,988,8082
5,Laxshmichhari,2,230,230,460
6,Mahalchhari,97,4257,2546,6803
7,Manikchhari,23,200,76,276
8,Matiranga,330,14003,4868,18871
9,Panchhari,32,3532,1919,5451
10,Ramgarh,88,5702,2371,8073
11,Total,1014,40843,14969,55812
