,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Upazila,Class-I,Class-II,Class-III,Class-IV,"Number of total
employee"
2,Dighinala,33,26,288,102,449
3,Khagrachhari Sadar,31,25,287,75,418
4,Laxshmichhari,27,19,153,87,286
5,Mahalchhari,27,16,122,158,323
6,Manikchhari,30,22,166,92,310
7,Matiranga,39,27,625,130,821
8,Panchhari,31,31,445,83,590
9,Ramgarh,36,28,242,140,446
10,Upazilla. Total,254,194,2328,867,3643
11,Zila Offices,234,160,620,544,1558
12,Total,488,354,2948,1411,5201
