,0,1,2,3,4,5
0,Number of agricultural holding per Agriculture service personnel-2011,,,,,
1,(According to Agriculture Census-2008),,,,,
2,"
Upazila",Agricultural holding,"Agricultural extension
personnel","Other Agricultural
personnel","Total Agricultural
personnel","Number of holding per Agricultural
personnel"
3,Dighinala,14184,0,22575,57942,4.08
4,Khagrachhari Sadar,21376,0,2040,4341,4.92
5,Laxshmichhari,5046,22,150,11959,2.37
6,Mahalchhari,10248,16,242,15500,1.51
7,Manikchhari,5034,20,203,15369,4.03
8,Matiranga,24542,41,1945,17507,2.1
9,Panchhari,12531,0,35715,58790,4.69
10,Ramgarh,106189,32,57,20530,1.55
11,Total,155190,131,62927,201936,1.80
