,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,"
Upazila",Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
2,"
Upazila",Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
3,Magura Sadar,165,165,15000,0,0,0,0,220,0
4,Mohammadpur,8,322,1781,0,0,0,0,21,47
5,Shalikha,14,14,3212,60,0,0,0,138,321
6,Sreepur,157,292,2026,0,0,0,0,162,0
7,Total,344,793,22019,60,0,0,0,541,368
