,0,1,2,3
0,Number of selected agricultural machine 2008,,,
1,"
Upazila","
Number of power tiller","
Tractor",Number of threshing machine
2,Magura Sadar,7975,35,15790
3,Mohammadpur,420,3,5122
4,Shalikha,593,6,7757
5,Sreepur,705,93,3280
6,Total,9693,53,31949
