,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2,Upazila,Household,Population (000) Male,Population (000) Female,Population (000) Total,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Magura Sadar,86162,189,191,380,99,4.4,947
4,Mohammadpur,44900,102,106,208,96,4.6,890
5,Shalikha,36905,82,82,164,99,4.4,716
6,Sreepur,37935,82,85,167,97,4.4,952
7,Total,205902,455,464,919,98,4.4,884
