,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre)
3,Upazila/City corporation,Pond,Pond,Dhighee,Dhighee,Other area,Total area
4,Upazila/City corporation,Number,Area,Number,Area,Other area,Total area
5,Anowara,6500,4600,12,38,760,5398
6,Banshkhali,3200,1190,19,84,900,2174
7,Boalkhali,4383,1470,10,35,0,1505
8,Chandanaish,3570,1085,24,162,0,1247
9,Chittagong City Corp.,234,69,13,15,0,84
10,Fatikchhari,4030,3376,353,1765,0,5141
11,Hathazari,7708,2310,850,222,17,2549
12,Lohagara,2578,1160,41,4050,11,5221
13,Mirsharai,13610,5170,10,51,26,5247
14,Patiya,518,115,45,45,0,160
15,Rangunia,3450,2044,110,242,5930,8216
16,Raozan,4370,21800,43,860,30,22690
17,Sandwip,10339,3786,0,0,0,3786
18,Satkania,5186,337,18,182,493,1012
19,Sitakunda,4208,1388,18,93,0,1481
20,Total,73884,49900,1566,7844,8167,65911
