,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,,,,,
2,Upazila/City corporation,Unit,Person engaged,Person engaged,Person engaged
3,Upazila/City corporation,Unit,Family,Hired,Total
4,Anowara,12,20,45,65
5,Banshkhali,40,120,200,320
6,Boalkhali,20,40,70,110
7,Chandanaish,6,8,16,24
8,Chittagong City Corp.,69,107,313,420
9,Fatikchhari,86,89,524,613
10,Hathazari,30,30,120,150
11,Lohagara,48,384,96,480
12,Mirsharai,42,32,325,357
13,Patiya,110,171,334,505
14,Rangunia,53,53,159,212
15,Raozan,38,15,152,167
16,Sandwip,35,55,120,175
17,Satkania,53,62,112,174
18,Sitakunda,34,53,61,114
19,Total,676,1239,2647,3886
