,0,1,2,3,4,5
0,Use of fertilizer 2010-11,,,,,
1,( In metric tons),,,,,
2,Upazila,UREA,TSP,MP,DAP,Other
3,Basail,5430,517,405,305,500
4,Bhuapur,6089,800,700,435,360
5,Delduar,5595,635,386,220,250
6,Dhanbari,5691,805,727,771,300
7,Ghatail,11500,1420,1680,1600,600
8,Gopalpur,7915,731,493,658,600
9,Kalihati,9710,821,514,804,884
10,Madhupur,13367,4992,5946,1200,6062
11,Mirzapur,10235,821,514,1388,349
12,Nagarpur,5672,831,716,754,0
13,Sakhipur,11151,6132,4787,529,5875
14,Tangail Sadar,1375,857,737,1101,0
15,Total,93730,19362,17605,9765,15780
