,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton) -  Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Chhagalnaiya,4,10,3,10
4,Daganbhuiyan,8,54,11,64
5,Feni Sadar,32,165,29,110
6,Fulgazi,1,4,1,4
7,Parshuram,1,3,1,3
8,Sonagazi,3,6,8,40
9,Total,49,242,53,231
