,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank - Number of branch,Pubali bank - Account - S.D,Pubali bank - Account - C.D,Pubali bank - Account - F.D,Pubali bank - Account - S.T.D,Uttara bank - Number of branch,Uttara bank - Account - S.D,Uttara bank - Account - C.D,Uttara bank - Account - F.D,Uttara bank - Account - S.T.D
3,Chhagalnaiya,0,0,0,0,0,0,0,0,0,0
4,Daganbhuiyan,0,0,0,0,0,0,0,0,0,0
5,Feni Sadar,1,4031,255,209,52,1,0,0,182,27
6,Fulgazi,0,0,0,0,0,0,0,0,0,0
7,Parshuram,0,0,0,0,0,0,0,0,0,0
8,Sonagazi,0,0,0,0,0,0,0,0,0,0
9,Total,1,4031,255,209,52,1,0,0,182,27
