,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,,,,,,
2,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of employee
3,Chhagalnaiya,55,20,652,166,893
4,Daganbhuiyan,48,26,347,128,549
5,Feni Sadar,111,72,2124,317,2624
6,Fulgazi,31,18,195,92,336
7,Parshuram,44,39,218,113,414
8,Sonagazi,102,29,1136,62,1329
9,Total,391,204,4672,878,6145
