,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila, Institution,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Chhagalnaiya,0,0,0,0,0,0,0,0
4,Daganbhuiyan,1,8,0,8,60,20,80,10
5,Feni Sadar,5,75,8,83,4002,648,4650,56
6,Fulgazi,0,0,0,0,0,0,0,0
7,Parshuram,0,0,0,0,0,0,0,0
8,Sonagazi,0,0,0,0,0,0,0,0
9,Total,6,83,8,91,4062,668,4730,52
