,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Alamdanga,4,0,0,83,1,1,0,61,45,3
6,Chuadanga Sadar,3,5237,389,80,12,2,366,47,36,1
7,Damurhuda,2,36183,2200,200,40,2,358,50,81,35
8,Jibonnagar,1,82,855,210,115,1,0,691,39,3
9,Total,10,41502,3444,573,168,6,724,849,201,42
