,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,,,,,,
2, Upazila,Total farm holding,Total farm holding,Spraying farm holding,Spraying farm holding,Reporting area sprayed
3, Upazila,Number,Cropped area,Number,Cropped area,Reporting area sprayed
4,Barlekha,31657,38380,2930,5264,2129
5,Juri,12038,15068,0,0,0
6,Kamalganj,24251,29880,0,0,0
7,Kulaura,33597,42726,22398,60386,60386
8,Moulvibazar Sadar,25560,39166,95800,2875,500
9,Rajnagar,2301,34240,0,0,0
10,Sreemangal,152301,25911,12309,800,800
11,Total,281705,225371,133437,69325,63815
