,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
2,"
Upazila",Labour,Labour,Labour,Labour,Labour,Labour
3,"
Upazila",Mason,"Helper
(Jogaly)",Carpenter,Colour,Electric,Plumber
4,Barlekha,250,180,200,200,300,300
5,Juri,350,200,350,300,350,300
6,Kamalganj,300,200,300,300,400,300
7,Kulaura,350,200,350,300,350,300
8,Moulvibazar Sadar,400,200,300,400,400,500
9,Rajnagar,300,200,300,300,300,300
10,Sreemangal,250,150,250,300,300,200
11,Average,314,190,293,300,343,314
