,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,"
Upazila","
Current fallow",Temporary cropped area,Temporary cropped area,Temporary cropped area,Temporary cropped area,Temporary cropped area,Productivity of crop
2,"
Upazila","
Current fallow",Single,Double,Triple,Net,Gross,Productivity of crop
3,Barlekha,877,24287,3123,1478,28888,34967,121
4,Juri,99,8673,2888,1104,12665,17761,140
5,Kamalganj,187,14785,9754,2037,26576,40404,152
6,Kulaura,396,32035,2634,2473,37142,44722,120
7,Moulvibazar Sadar,471,28060,6096,2499,36655,47749,130
8,Rajnagar,300,21971,8172,2054,32197,44477,138
9,Sreemangal,199,11784,7839,3168,22791,36966,162
10,Total,2528,141595,40506,14813,196914,267046,136
