,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
3, Upazila,2010-11,2010-11,2009-10,2009-10
4, Upazila,Area,Production,Area,Production
5,Barlekha,0,0,0,0
6,Juri,25,200,23,195
7,Kamalganj,63,1020,49,820
8,Kulaura,0,0,0,0
9,Moulvibazar Sadar,0,0,5,4
10,Rajnagar,0,0,0,0
11,Sreemangal,0,0,0,0
12,Total,88,1220,77,1019
