,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2, Upazila, Household,Population,Population,Population,Sex ratio (M/F),Average size of household,Density per sq. km.
3, Upazila, Household,Male,Female,Total,Sex ratio (M/F),Average size of household,Density per sq. km.
4,Chakaria,88391,239198,235267,474465,102,5.4,942
5,Cox's Bazar Sadar,82683,241637,217445,459082,111,5.3,2011
6,Kutubdia,22587,64093,61186,125279,105,5.5,581
7,Moheshkhali,58177,165693,155525,321218,107,5.5,887
8,Pekua,31944,86310,85238,171538,101,5.4,1229
9,Ramu,47904,135000,131640,266640,103,5.5,681
10,Teknaf,46328,133106,131283,264389,101,5.7,680
11,Ukhia,37940,104567,102812,207379,102,5.4,792
12,Total,415954,1169604,1120386,2289990,104,5.5,919
