,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in Acre),(Area in Acre),(Area in Acre),(Area in Acre),(Area in Acre),(Area in Acre),(Area in Acre)
3, Upazila,Pond,Pond,Dighee,Dighee, Other area, Total area
4, Upazila,Number,Area,Number,Area, Other area, Total area
5,Chakaria,5060,824,525,620,22046,23490
6,Cox's Bazar Sadar,945,375,15,20,1920,24
7,Kutubdia,128,0,0,0,0,128
8,Moheshkhali,570,375,1,5,100,480
9,Pekua,2780,550,0,0,7,350
10,Ramu,870,358,6,13,185,556
11,Teknaf,275,276,0,0,6468,10743
12,Ukhia,820,66,18,32,18,115
13,Total,11448,2824,565,690,30743,35886
