,0,1,2,3
0,Length of embankment road & canal 2011,,,
1,(Kilometer),,,
2,Upazila,Embankment road,Canal,Others road
3,Kalkini,88,103,40
4,Madaripur Sadar,0,105,3
5,Rajoir,0,30,0
6,Shibchar,0,1285,0
7,Total,88,1523,43
