,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry - Weaving/ handloom,Small scale and cottage industry - Handy,Small scale and cottage industry - Husking crafts mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish processing,Small scale and cottage industry - Pottery,Small scale and cottage industry - Others
3,Fulchhari,0,0,610,5,1,0,0,26,0
4,Gaibandha Sadar,0,94,12,0,1,0,0,156,0
5,Gobindaganj,0,0,3500,35,0,0,0,165,130
6,Palashbari,0,1,2148,15,1,0,0,376,0
7,Sadullapur,6,0,4500,2,0,0,0,20,0
8,Saghata,0,36,180,0,0,0,0,46,120
9,Sundarganj,0,550,1050,15,0,0,0,50,4
10,Total,6,681,12000,72,3,0,0,839,254
