,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Wheat - Area,Wheat - Production,Jute - Area,Jute - Production,Sugarcane - Area,Sugarcane - Production
3,Fulchhari,147,125,5270,6439,194,1078
4,Gaibandha Sadar,195,147,885,752,0,0
5,Gobindaganj,760,866,3320,3173,6410,166660
6,Palashbari,400,412,1653,1306,288,6336
7,Sadullapur,910,764,3449,2609,45,742
8,Saghata,910,819,5252,4092,70,63
9,Sundarganj,1849,1449,5394,4234,121,1815
10,Total,5171,4582,25223,22605,7128,176694
