,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,"

Upazila","
Name of land/river/sea port","
Name of Important or historical/tourist place/object","Name of important
/famous crop or food production","Customer care service provider’s
name of cell phone operator","Distance between district head quarter & upazila by road
(km)"
2,Biral,-,Coribil,Paddy,-,10
3,Birampur,-,Banga Dighee,Paddy,Grameen,56
4,Birganj,-,Singra Forast,0,Grameen,28
5,Bochaganj,-,-,Paddy,Grameen,30
6,Chirirbandar,-,-,Paddy,-,18
7,Dinajpur Sadar,-,Ram Sagor,Paddy,Robi,0
8,Fulbari,"Fulbari Ral
Station",-,Paddy,Grameen,40
9,Ghoraghat,-,Shoza Moxque,Paddy,Grameen,96
10,Hakimpur,Hele school,-,Paddy,Grameen,72
11,Kaharole,-,Cantageo Mondir,Paddy,Grameen,23
12,Khansama,Atri,Attacora Moxque,Paddy,-,52
13,Nawabganj,-,Sapnapori,Peddy,Grameen,66
14,Parbatipur,Sota jomona,Koyla Khoney,Paddy,Grameen,35
