,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,Upazila,Class-I,Class-II,Class-III,Class-IV,"Number of
employee"
2,Biral,28,11,715,119,873
3,Birampur,26,26,421,96,569
4,Birganj,26,20,276,98,420
5,Bochaganj,17,15,219,165,416
6,Chirirbandar,24,15,122,69,230
7,Dinajpur Sadar,450,190,4600,512,5752
8,Fulbari,26,18,470,140,654
9,Ghoraghat,16,20,297,103,436
10,Hakimpur,20,30,133,326,509
11,Kaharole,15,14,376,72,477
12,Khansama,23,25,166,99,313
13,Nawabganj,19,16,544,92,671
14,Parbatipur,36,21,398,140,595
15,Total,728,421,8737,2031,11915
