,0,1,2,3,4
0,Number of handloom establishment and loom 2011,,,,
1,,,,,
2, Upazila,Number of unit (factory),Number of loom,Number of loom,Number of loom
3, Upazila,Number of unit (factory),Operational,Non-operational,Total
4,Biral,0,0,0,0
5,Birampur,0,0,0,0
6,Birganj,0,0,0,0
7,Bochaganj,0,0,0,0
8,Chirirbandar,250,240,10,250
9,Dinajpur Sadar,0,0,0,0
10,Fulbari,0,0,0,0
11,Ghoraghat,0,0,0,0
12,Hakimpur,0,0,0,0
13,Kaharole,0,0,0,0
14,Khansama,0,0,0,0
15,Nawabganj,0,0,0,0
16,Parbatipur,0,0,0,0
17,Total,250,240,10,250
