,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,Upazila,Number of branch,"Number of
employee","Number of
savings A/C","Number of
current A/C"
2,Biral,4,36,11603,364
3,Birampur,3,33,19840,1410
4,Birganj,4,43,32100,3931
5,Bochaganj,4,44,34164,2425
6,Chirirbandar,72,71,42344,1944
7,Dinajpur Sadar,30,570,137636,15732
8,Fulbari,8,77,31854,3722
9,Ghoraghat,3,31,8254,841
10,Hakimpur,3,30,9471,2460
11,Kaharole,3,32,22763,979
12,Khansama,3,30,8197,728
13,Nawabganj,4,34,17473,945
14,Parbatipur,11,112,64927,5391
15,Total,152,1143,440626,40872
