,0,1,2,3
0,Number of selected agricultural machine 2008,,,
1,"
Upazila","
Number of power tiller","
Tractor",Number of threshing machine
2,Biral,806,29,531
3,Birampur,1308,12,350
4,Birganj,975,62,352
5,Bochaganj,600,65,1820
6,Chirirbandar,179,3,7185
7,Dinajpur Sadar,838,46,323
8,Fulbari,725,9,180
9,Ghoraghat,683,9,1163
10,Hakimpur,843,8,1020
11,Kaharole,500,20,4397
12,Khansama,253,11,736
13,Nawabganj,1148,15,272
14,Parbatipur,1855,223,312
15,Total,10713,512,18641
