,0,1,2,3,4
0,"Number of registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,
1,Upazila,Rickshaw,Van,"Easy bike and
auto-rickshaw",Tempo
2,Biral,95,1800,100,20
3,Birampur,150,50,0,0
4,Birganj,297,205,0,60
5,Bochaganj,350,450,0,0
6,Chirirbandar,120,2000,65,30
7,Dinajpur Sadar,7100,112,0,176
8,Fulbari,850,1580,33,12
9,Ghoraghat,20,315,0,10
10,Hakimpur,1500,2287,44,46
11,Kaharole,27,1057,22,0
12,Khansama,0,1800,0,75
13,Nawabganj,20,320,0,0
14,Parbatipur,836,5877,72,59
15,Total,11365,17853,336,488
