,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel & restaurant 2011",,,,,
1,Upazila,Daily bazar,Weekly hat,Growth centre,Restaurant,Hotel (residential)
2,Biral,38,24,5,71,0
3,Birampur,2,12,4,65,6
4,Birganj,46,39,5,185,0
5,Bochaganj,10,28,3,508,2
6,Chirirbandar,35,28,7,81,0
7,Dinajpur Sadar,97,26,5,253,24
8,Fulbari,4,13,5,95,4
9,Ghoraghat,6,10,4,49,1
10,Hakimpur,3,8,8,39,4
11,Kaharole,18,18,14,218,0
12,Khansama,26,13,4,80,0
13,Nawabganj,29,26,4,120,0
14,Parbatipur,5,23,5,187,4
15,Total,319,268,73,1951,45
