,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat , bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator service 2011",,,,,,,,
1,Upazila,"Growth
centre","Hat
/bazar","Poultry
farm","Dairy
farm",Nursery,"Horticulture
centre","Brick
kiln","Decorator
service"
2,Biral,5,62,100,46,58,1,10,66
3,Birampur,4,14,132,46,13,0,8,16
4,Birganj,5,39,81,320,13,0,16,49
5,Bochaganj,3,32,58,52,9,0,9,45
6,Chirirbandar,7,63,74,50,25,2,19,65
7,Dinajpur Sadar,0,77,165,160,30,1,16,61
8,Fulbari,5,13,24,13,42,0,10,24
9,Ghoraghat,4,10,35,10,9,0,10,16
10,Hakimpur,8,7,89,7,0,0,1,12
11,Kaharole,14,18,33,44,42,0,5,50
12,Khansama,4,39,35,23,32,1,6,33
13,Nawabganj,4,26,19,5,22,0,12,29
14,Parbatipur,5,23,200,120,37,0,27,51
15,Total,68,423,1045,896,332,5,149,517
