,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
3,Biral,116,5963,275,5558,22,80
4,Birampur,85,90,15,15,5,7
5,Birganj,143,1222,112,485,10,15
6,Bochaganj,361,2164,26,158,17,90
7,Chirirbandar,275,3338,53,541,20,370
8,Dinajpur Sadar,149,576,118,620,2,5
9,Fulbari,134,798,5,28,0,0
10,Ghoraghat,118,100,10,10,6,8
11,Hakimpur,55,48,0,0,5,7
12,Kaharole,393,902,241,270,10,72
13,Khansama,26,2074,17,750,0,192
14,Nawabganj,570,470,32,32,8,10
15,Parbatipur,868,585,9,76,37,36
16,Total,3293,18330,913,8543,142,892
