,0,1,2,3,4
0,Number of published newspaper & television centre 2011,,,,
1,,,,,
2,Municipality,Daily newspaper,Weekly newspaper,Magazine,Television centre
3,Mathbaria,0,0,0,0
4,Pirojpur Sadar,0,4,0,0
5,Swarupkati,0,0,0,0
6,Total,0,4,0,0
