,0,1,2,3,4,5,6,7,8
0,"Number of Government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bhandaria,1,9,1,10,479,154,633,63
4,Kawkhali,0,0,0,0,0,0,0,0
5,Mathbaria,1,20,0,20,422,362,784,39
6,Nazirpur,0,0,0,0,0,0,0,0
7,Nesarabad,1,21,2,23,954,1117,2071,90
8,Pirojpur Sadar,2,53,6,59,3330,2664,5994,102
9,Zianagar,0,0,0,0,0,0,0,0
10,Total,5,103,9,112,5185,4297,9482,85
