,0,1,2,3,4
0,Number of different club and store 2011,,,,
1,Narail,,,,
2,,,,,
3,Upazila,Sports club,Cultural club,Science club,Other social club
4,Kalia,5,3,0,1
5,Lohagara,0,0,0,0
6,Narail Sadar,63,13,0,2
7,Total,68,16,0,3
