,0,1,2,3,4,5,6
0,"Number of Government office, post office, bank, NGO and dak-banglow, rest house 2011",,,,,,
1,Narail,,,,,,
2,,,,,,,
3, Upazila,All   Government office,Post office,All nationalized bank branch,All private bank branch, All NGO,Dak-banglow/ rest house
4,Kalia,28,13,11,0,7,1
5,Lohagara,25,14,7,1,4,1
6,Narail Sadar,78,26,17,3,14,5
7,Total,131,53,35,4,25,7
