,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,,,,,,,,
2, Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
3,Abhaynagar,35,33,36,137,123,112,63
4,Bagherpara,24,46,8,148,66,48,42
5,Chaugachha,32,8,7,22,48,56,19
6,Jessore Sadar,65,50,20,205,170,194,80
7,Jhikargachha,22,51,25,380,116,78,72
8,Keshabpur,33,40,4,454,156,106,20
9,Manirampur,70,20,8,245,55,240,17
10,Sharsha,24,19,25,220,80,81,18
11,Total,305,267,133,1811,814,915,331
