,0,1,2,3,4,5,6
0,Population by religion 2011,,,,,,
1,,,,,,,
2,Upazila,Muslim,Hindu,Buddhist,Christian,Others,Total
3,Badarganj,252050,32791,39,1692,1174,287746
4,Gangachara,263500,34305,0,17,47,297869
5,Kaunia,212081,15605,0,42,77,227805
6,Mithapukur,460877,39328,1458,2278,4192,508133
7,Pirgachha,285871,27150,25,26,247,313319
8,Pirganj,354869,24980,194,2252,3204,385499
9,Rangpur sadar,650437,66642,147,274,703,718204
10,Taraganj,124578,17883,0,13,38,142512
11,Total,2604263,258.684,1863,6594,9682,2881087
