,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,"(Price unit per kg, taka)",,,,,,,
2,Upazila,Fine rice (minicate),Medium rice,Coarse rice (normal),Wheat,Coarse flour (Aata),Potato,Soyabean oil
3,Azmirigonj,36,30,27,0,29,12,115
4,Bahubal,45,32,30,20,22,12,90
5,Baniachang,38,33,30,20,30,15,120
6,Chunarughat,37,30,28,20,32,18,135
7,Habiganj Sadar,48,38,30,0,30,16,130
8,Lakhai,45,31,26,18,23,12,130
9,Madhabpur,45,36,27,22,28,12,126
10,Nabiganj,45,35,30,0,35,15,120
11,Average,42,33,29,20,29,14,121
