,0,1,2,3,4,5,6
0,Area and production of potato by type 2009-10,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Potato - Area,Potato - Production,Sweet potato - Area,Sweet potato - Production,Total Potato - Area,Total Potato - Production
3,Chandpur Sadar,4199,37620,495,2800,4693,40420
4,Foridganj,272,1798,128,425,400,2223
5,Haimchar,382,3657,90,600,472,4257
6,Hajiganj,655,5240,72,140,727,5380
7,Kachua,10100,80800,109,610,10209,81410
8,Matlab Dakshin,13385,105380,98,367,13483,105747
9,Matlab Uttar,1729,10971,338,1284,2067,12255
10,Shahrasti,590,7100,47,150,637,7250
11,Total,31312,252566,1377,6376,32688,258942
