,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,,,,,
2,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
3, Upazila,2010-11,2010-11,2009-10,2009-10
4, Upazila,Area,Production,Area,Production
5,Harinakunda,5630,3941,6465,3232
6,Jhenaidah Sadar,480,158,461,151
7,Kaliganj,67,29,74,34
8,Kotchandpur,0,0,0,0
9,Mahespur,561,269,556,267
10,Shailkupa,614,276,611,274
11,Total,7352,4673,8167,3958
