,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Primary school,Primary school,Primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Govt,Non- govt,Total,Govt,Non- govt,Total,Govt,Non- govt,Total,Students per teacher
4,Dimla,0,0,0,0,0,0,0,0,0,0
5,Domar,7,2,9,35,8,43,1896,412,2308,54
6,Jaldhaka,9,10,19,64,40,104,2765,2250,5015,48
7,Kishorgonj,0,0,0,0,0,0,0,0,0,0
8,Nilphamary Sadar,8,2,10,53,8,61,2772,412,3184,52
9,Sayedpur,26,0,26,194,0,194,6766,0,6766,35
10,Total,50,14,64,346,56,402,14199,3074,17273,43
