,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,,,,,
2,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
3, Upazila,2010-11,2010-11,2009-10,2009-10
4, Upazila,Area,Production,Area,Production
5,Dimla,1593,737,1516,682
6,Domar,747,442,752,447
7,Jaldhaka,5500,3500,7543,4500
8,Kishorgonj,4112,2702,2820,1839
9,Nilphamary Sadar,2040,1209,1975,1097
10,Sayedpur,12,4,10,3
11,Total,14004,8594,14616,8568
