,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
3,Upazila,2010-11,2010-11,2009-10,2009-10
4,Upazila,Area,Production,Area,Production
5,Dimla,54,1080,54,1080
6,Domar,0,0,0,0
7,Jaldhaka,0,0,0,0
8,Kishorgonj,12,12,12,13
9,Nilphamary Sadar,5,9040,12,38100
10,Sayedpur,0,0,0,0
11,Total,70,10132,78,39193
