,0,1,2,3,4,5,6,7
0,Number of Technical Personnel 2011,,,,,,,
1,,,,,,,,
2,Upazila/city corporation,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwives
3,Batiaghata,11,2,1,4,10,40,190
4,Dacope,18,15,4,3,10,51,150
5,Dighalia,18,9,1,5,3,72,130
6,Dumuria,36,15,1,2,2,40,192
7,Khulna City Corporation,32,22,4,12,28,381,383
8,Koyra,31,22,5,5,6,23,126
9,Paikgachha,48,8,3,4,6,64,112
10,Phultala,11,12,4,5,17,56,110
11,Rupsa,17,6,2,2,12,54,111
12,Terokhada,18,11,1,10,14,58,144
13,Total,240,122,26,52,108,839,1648
