,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,,,,,,
2,Upazila/city corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
3,Batiaghata,35,31,590,128,784
4,Dacope,53,35,367,128,583
5,Dighalia,36,21,305,99,461
6,Dumuria,35,39,319,116,509
7,Khulna City Corporation,1074,685,11515,9297,22571
8,Koyra,36,15,630,51,732
9,Paikgachha,41,26,310,156,533
10,Phultala,48,44,287,105,484
11,Rupsa,36,21,305,99,461
12,Terokhada,36,25,266,82,409
13,Total,1430,942,14894,10261,27527
