,0,1,2,3,4,5,6
0,"Selected Poultry,  Birds 2008",,,,,,
1,,,,,,,
2,Upazila/City corporation Nane,Hen and cocks Holding reporting,Hen and cocks Total number,Ducks Holding reporting,Ducks Total number,Others Holding reporting,Others Total number
3,Batiaghata,17893,101794,12809,64225,750,7955
4,Dacope,19366,110390,15962,89608,252,251500
5,Dighalia,7552,41648,3838,16652,102,988
6,Dumuria,37952,231734,28253,136741,2391,15926
7,Khulna City Corporation, 249, 148420, 22, 1190, 25, 250
8,Koyra,28554,142618,21067,86827,290,4060
9,Paikgachha,34627,187521,27107,125068,50,325
10,Phultala,7327,44579,4443,18228,519,2109
11,Rupsa,14542,84651,7425,33982,51,531
12,Terokhada,13984,83532,9000,45840,7247,8987
13,Total,182046,1176887,129926,618361,11677,292631
