,0,1,2,3,4,5,6,7,8,9
0,"Number of selected industry by upazila ,  City Corporation 2011",,,,,,,,,
1,,,,,,,,,,
2,Upazila/city corporation,Textile mill,Garme nts,Rice mill,Match factory,Steel and engineering,Alumi nium,Jute mill,Sugar mill,Others
3,Batiaghata,0,0,162,0,0,0,0,0,2
4,Dacope,0,0,102,0,0,0,0,0,0
5,Dighalia,0,0,23,0,0,0,3,0,0
6,Dumuria,0,0,98,0,0,0,0,0,0
7,Khulna City Corporation,0,0,49,0,0,0,7,0,32
8,Koyra,0,0,42,0,0,0,0,0,0
9,Paikgachha,0,0,0,0,0,0,0,0,0
10,Phultala,0,0,27,0,3,0,1,0,5
11,Rupsa,0,0,18,0,0,0,0,0,25
12,Terokhada,0,0,0,0,0,0,0,0,0
13,Total,0,0,521,0,3,0,11,0,64
