,0,1,2,3,4,5,6,7,8
0,Number of Warehouse and their Storage Capacity 2011,,,,,,,,
1,(Capacity in metric tons),,,,,,,,
2,Upazila/city corporation,Food Godown Number,Food Godown Capacity,Fertilizer Godown Number,Fertilizer Godown Capacity,Jute Godown Number,Jute Godown Capacity,Other Godown Number,Other Godown Capacity
3,Batiaghata,1,650,0,0,0,0,0,0
4,Dacope,4,2400,0,0,0,0,0,0
5,Dighalia,0,0,0,0,7,5900,0,0
6,Dumuria,4,2000,0,0,0,0,0,0
7,Khulna City Corporation,161,150827,0,0,158,28250,7,11000
8,Koyra,2,750,0,0,0,0,0,0
9,Paikgachha,2,1300,0,0,0,0,0,0
10,Phultala,1,1000,3,15000,0,0,0,0
11,Rupsa,1,250,0,0,2,103,0,0
12,Terokhada,2,1500,0,0,0,0,0,0
13,Total,178,160677,3,15000,167,34253,7,11000
